,repo,origin_commit,file,code_context,commit_date,line_vuln,code_vuln
0,notepad-plus-plus/notepad-plus-plus,3464682ef667f8f2916a39200dffa38af938e5ca,PowerEditor/src/TinyXml/tinyxml.cpp,"TiXmlAttribute* TiXmlAttribute::Previous() const
{
	// We are using knowledge of the sentinel. The sentinel
	// have a value or name.
	if ( prev->value.empty() && prev->name.empty() )
		return 0;
	return prev;
}
",2009-08-03 00:37:30 +0000,586,  name = _name
1,notepad-plus-plus/notepad-plus-plus,3464682ef667f8f2916a39200dffa38af938e5ca,PowerEditor/src/TinyXml/tinyxml.cpp,"TiXmlAttribute* TiXmlAttribute::Previous() const
{
	// We are using knowledge of the sentinel. The sentinel
	// have a value or name.
	if ( prev->value.empty() && prev->name.empty() )
		return 0;
	return prev;
}
",2009-08-03 00:37:30 +0000,587,  value = _value
2,notepad-plus-plus/notepad-plus-plus,3464682ef667f8f2916a39200dffa38af938e5ca,PowerEditor/src/TinyXml/tinyxml.cpp,"TiXmlAttribute* TiXmlAttribute::Previous() const
{
	// We are using knowledge of the sentinel. The sentinel
	// have a value or name.
	if ( prev->value.empty() && prev->name.empty() )
		return 0;
	return prev;
}
",2009-08-03 00:37:30 +0000,967, version = _version
3,notepad-plus-plus/notepad-plus-plus,3464682ef667f8f2916a39200dffa38af938e5ca,PowerEditor/src/TinyXml/tinyxml.cpp,"TiXmlAttribute* TiXmlAttribute::Previous() const
{
	// We are using knowledge of the sentinel. The sentinel
	// have a value or name.
	if ( prev->value.empty() && prev->name.empty() )
		return 0;
	return prev;
}
",2009-08-03 00:37:30 +0000,968, encoding = _encoding
4,notepad-plus-plus/notepad-plus-plus,3464682ef667f8f2916a39200dffa38af938e5ca,PowerEditor/src/TinyXml/tinyxml.cpp,"TiXmlAttribute* TiXmlAttribute::Previous() const
{
	// We are using knowledge of the sentinel. The sentinel
	// have a value or name.
	if ( prev->value.empty() && prev->name.empty() )
		return 0;
	return prev;
}
",2009-08-03 00:37:30 +0000,969, standalone = _standalone
5,notepad-plus-plus/notepad-plus-plus,3464682ef667f8f2916a39200dffa38af938e5ca,PowerEditor/src/TinyXml/tinyxml.cpp,"TiXmlAttribute* TiXmlAttribute::Previous() const
{
	// We are using knowledge of the sentinel. The sentinel
	// have a value or name.
	if ( prev->value.empty() && prev->name.empty() )
		return 0;
	return prev;
}
",2009-08-03 00:37:30 +0000,112, buffer = new TCHAR[ str.length()+1 ]
6,notepad-plus-plus/notepad-plus-plus,3464682ef667f8f2916a39200dffa38af938e5ca,PowerEditor/src/TinyXml/tinyxml.cpp,"TiXmlAttribute* TiXmlAttribute::Previous() const
{
	// We are using knowledge of the sentinel. The sentinel
	// have a value or name.
	if ( prev->value.empty() && prev->name.empty() )
		return 0;
	return prev;
}
",2009-08-03 00:37:30 +0000,112, buffer = new TCHAR[ str.length()+1 ]
7,notepad-plus-plus/notepad-plus-plus,3464682ef667f8f2916a39200dffa38af938e5ca,PowerEditor/src/TinyXml/tinyxml.cpp,"TiXmlAttribute* TiXmlAttribute::Previous() const
{
	// We are using knowledge of the sentinel. The sentinel
	// have a value or name.
	if ( prev->value.empty() && prev->name.empty() )
		return 0;
	return prev;
}
",2009-08-03 00:37:30 +0000,49,    TiXmlString (const TCHAR * instring)
8,notepad-plus-plus/notepad-plus-plus,3464682ef667f8f2916a39200dffa38af938e5ca,PowerEditor/src/TinyXml/tinyxml.cpp,"TiXmlAttribute* TiXmlAttribute::Previous() const
{
	// We are using knowledge of the sentinel. The sentinel
	// have a value or name.
	if ( prev->value.empty() && prev->name.empty() )
		return 0;
	return prev;
}
",2009-08-03 00:37:30 +0000,179,  StringToBuffer( const TIXML_STRING& str )
9,notepad-plus-plus/notepad-plus-plus,3464682ef667f8f2916a39200dffa38af938e5ca,PowerEditor/src/TinyXml/tinyxml.cpp,"TiXmlAttribute* TiXmlAttribute::Previous() const
{
	// We are using knowledge of the sentinel. The sentinel
	// have a value or name.
	if ( prev->value.empty() && prev->name.empty() )
		return 0;
	return prev;
}
",2009-08-03 00:37:30 +0000,701, TiXmlElement (const TCHAR * in_value)
